,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
64,spire,typelevel/spire,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2024-12-11 08:52:47,2024-12-11 07:25:25,2994.0,8.0,243.0,66.0,942.0,151.0,272.0,1767,2022-06-17 15:55:07,0.18.0,4.0,Powerful new number types and numeric abstractions for Scala.,,,106.0,21,,,,True,2,,,,
65,skunk,typelevel/skunk,,db-clients,"['scala3', 'scalajs']",https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2024-12-03 20:17:21,2024-11-29 15:28:35,2056.0,36.0,163.0,31.0,1006.0,92.0,69.0,1594,2024-05-11 13:18:29,0.6.4,38.0,A data access library for Scala + Postgres.,,,87.0,21,,,,True,2,,,,
66,alpakka-kafka,akka/alpakka-kafka,,bigdata,['scala3'],https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2024-12-18 10:40:11,2024-12-18 09:58:41,1862.0,17.0,386.0,72.0,1267.0,117.0,436.0,1417,2024-12-18 10:40:11,7.0.1,65.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,132.0,21,,,,False,2,,,,
67,framework,lift/framework,,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2024-11-21 03:39:28,2024-11-18 01:50:31,3936.0,2.0,280.0,104.0,540.0,137.0,1351.0,1268,2021-10-08 15:12:09,3.5.0-release,53.0,Lift Framework.,,,121.0,21,,,,True,1,,,,
68,scalatest,scalatest/scalatest,,test,"['scala3', 'scalajs']",https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2024-10-17 02:38:24,2024-10-17 02:38:20,7434.0,42.0,336.0,54.0,1567.0,523.0,340.0,1155,2024-06-26 00:41:22,release-3.2.19,41.0,A testing tool for Scala and Java developers.,,,65.0,21,,,,True,2,,,-1.0,
69,wartremover,wartremover/wartremover,,development-cycle,['scala3'],https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2024-12-18 10:21:00,2024-12-18 07:50:05,1391.0,64.0,115.0,33.0,831.0,107.0,243.0,1086,2020-02-25 04:42:44,2.4.5,27.0,Flexible Scala code linting tool.,,,86.0,21,,,,True,3,704.0,6.0,,
70,bootzooka,softwaremill/bootzooka,,others,,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2024-12-19 00:02:22,2024-12-06 11:11:27,3655.0,45.0,152.0,61.0,1261.0,12.0,108.0,757,2022-07-27 13:33:11,1.0.4,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",,,68.0,21,,,,True,1,,,,
71,sbt-scoverage,scoverage/sbt-scoverage,,sbt,,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2024-12-19 18:25:03,2024-12-19 18:25:03,810.0,19.0,157.0,29.0,302.0,40.0,229.0,651,2024-10-18 14:29:24,2.2.2,45.0,sbt plugin for scoverage.,,,76.0,21,,,,True,1,,,,
72,airframe,wvlet/airframe,,di,"['scala3', 'scalajs']",https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2024-12-18 16:14:38,2024-12-18 01:02:22,4621.0,99.0,66.0,19.0,3122.0,109.0,537.0,632,2024-12-17 05:38:16,24.12.2,100.0,Essential Building Blocks for Scala.,,,49.0,21,,,,True,1,,,,
73,laika,typelevel/Laika,,csv-yaml,"['scala3', 'scalajs']",https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2024-12-18 19:26:28,2024-12-18 19:26:24,4005.0,63.0,47.0,11.0,404.0,13.0,221.0,424,2024-11-03 22:00:36,1.2.1,41.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,27.0,21,,,,True,1,,,,
74,scalaxb,eed3si9n/scalaxb,,http,,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2024-11-01 07:06:57,2024-10-16 04:51:47,1372.0,4.0,156.0,24.0,232.0,162.0,287.0,337,2024-08-25 03:05:21,1.12.1,22.0,scalaxb is an XML data binding tool for Scala.,,,69.0,21,,,,True,2,,,,
75,scalaz,scalaz/scalaz,,toolkits,"['scala3', 'scalajs']",https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2024-12-17 00:07:33,2024-12-17 00:07:31,7385.0,34.0,705.0,207.0,2270.0,159.0,423.0,4669,,,,Principled Functional Programming in Scala.,,,248.0,20,,,,False,2,,,,
76,summingbird,twitter/summingbird,,bigdata,,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,291.0,494.0,163.0,134.0,2137,2016-06-23 21:16:10,0.11.0-RC1,24.0,Streaming MapReduce with Scalding and Storm.,,,45.0,20,,,,False,3,,,,
77,monix,monix/monix,,reactive,"['scala3', 'scalajs']",https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-08-12 23:48:38,2023-10-17 17:17:02,1694.0,,246.0,59.0,1230.0,142.0,577.0,1932,2022-05-07 18:40:42,3.4.1,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,113.0,20,,,,True,1,,,,
78,pureconfig,pureconfig/pureconfig,,others,['scala3'],https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2024-12-13 18:11:40,2024-12-13 18:11:40,2242.0,29.0,177.0,23.0,1451.0,48.0,260.0,1494,,,,A boilerplate-free library for loading configuration files.,,,89.0,20,,,,True,1,,,,
79,json4s,json4s/json4s,,json,"['scala3', 'scalajs']",https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2024-12-17 00:08:26,2024-12-17 00:08:24,1897.0,31.0,329.0,64.0,1157.0,169.0,259.0,1487,,,,JSON library.,,,148.0,20,,,,True,2,,,,
80,macwire,softwaremill/macwire,,di,"['scala3', 'scalajs']",https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2024-12-01 00:31:06,2024-12-01 00:31:04,834.0,18.0,76.0,59.0,239.0,53.0,73.0,1278,2024-10-11 07:28:39,2.6.4,22.0,"Zero-cost, compile-time, type-safe dependency injection library.",,,44.0,20,,,,True,2,,,,
81,scrimage,sksamuel/scrimage,,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2024-12-02 16:34:22,2024-12-02 16:33:54,1320.0,7.0,140.0,44.0,95.0,3.0,200.0,1085,2024-12-01 23:38:20,4.3.0,36.0,"JVM - Java, Kotlin, Scala image processing library.",,,58.0,20,,,,True,1,,,,
82,ReactiveMongo,ReactiveMongo/ReactiveMongo,,db-clients,['scala3'],https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2024-11-08 10:07:06,2024-11-08 10:07:06,1391.0,16.0,232.0,55.0,955.0,12.0,373.0,851,2020-01-03 02:08:23,0.20.0,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,90.0,20,,,,True,2,,,,
83,scodec,scodec/scodec,,data,"['scala3', 'scalajs']",https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2024-11-19 13:52:26,2024-11-19 13:52:26,1480.0,21.0,106.0,31.0,485.0,4.0,70.0,810,2024-10-05 12:51:11,2.3.2,8.0,Scala combinator library for working with binary data.,,,62.0,20,,,,True,2,,,,
84,scrooge,twitter/scrooge,,data,,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2024-12-03 19:11:25,2024-12-03 19:11:24,1859.0,5.0,247.0,164.0,192.0,44.0,143.0,792,2022-12-26 14:40:41,scrooge-22.12.0,77.0,A Thrift parser/generator.,,,233.0,20,,,,True,2,,,,
85,specs2,etorreborre/specs2,,test,"['scala3', 'scalajs']",https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2024-12-19 15:06:33,2024-12-19 15:06:33,4803.0,28.0,215.0,30.0,620.0,3.0,661.0,734,2024-10-15 08:58:26,SPECS2-4.20.9,77.0,Software Specifications for Scala.,,,95.0,20,,,,False,2,,,,
86,sbt-eclipse,sbt/sbt-eclipse,,sbt,,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2024-12-02 07:56:35,2024-12-02 07:56:35,454.0,16.0,171.0,50.0,166.0,78.0,203.0,720,2023-12-15 13:52:51,6.2.0,4.0,Plugin for sbt to create Eclipse project definitions.,,,41.0,20,,,,True,2,,,,
87,izumi,7mind/izumi,,di,"['scala3', 'scalajs']",https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2024-12-11 14:14:38,2024-11-28 18:28:28,4702.0,35.0,66.0,20.0,1712.0,71.0,398.0,619,2024-11-28 18:30:23,1.2.16,92.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,32.0,20,,,,True,2,,,,
88,eff,atnos-org/eff,,toolkits,"['scala3', 'scalajs']",https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2024-12-14 08:36:05,2024-12-14 08:36:05,1307.0,44.0,78.0,19.0,761.0,4.0,64.0,582,2024-11-02 11:42:38,7.0.5,75.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,20,,,,True,2,,,,
89,scapegoat,scapegoat-scala/scapegoat,,development-cycle,,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2024-12-13 18:06:36,2024-12-13 18:06:35,1425.0,26.0,92.0,20.0,652.0,47.0,207.0,534,2024-10-25 08:35:15,3.1.2,30.0,Scala compiler plugin for static code analysis.,,,66.0,20,,,,True,3,,,,
90,scribe,outr/scribe,,toolkits,"['scala3', 'scalajs']",https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2024-12-18 00:18:54,2024-12-14 20:06:01,1518.0,56.0,42.0,9.0,488.0,17.0,152.0,524,2024-10-25 11:54:06,3.15.2,49.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,20.0,20,,,,True,2,,,,
91,mima,lightbend/mima,,sbt,['scala3'],https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2024-12-11 18:58:14,2024-12-11 18:58:14,1612.0,37.0,70.0,18.0,622.0,28.0,190.0,462,2024-08-09 02:29:56,1.1.4,33.0,A tool for catching binary incompatibility in Scala.,,,49.0,20,,,,True,2,,,,lightbend-labs/mima
92,udash-core,UdashFramework/udash-core,,web-frameworks,['scalajs'],https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2024-12-19 12:29:14,2024-12-18 13:20:46,3640.0,49.0,36.0,20.0,1192.0,32.0,88.0,448,2024-10-08 12:27:56,0.16.0,27.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,41.0,20,,,,True,2,,,,
93,munit,scalameta/munit,,test,"['scala3', 'scalajs']",https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2024-12-17 10:48:13,2024-12-17 10:46:30,1121.0,48.0,91.0,14.0,700.0,38.0,126.0,434,2024-12-02 12:37:40,1.0.3,49.0,Scala testing library with actionable errors and extensible APIs.,,,56.0,20,,,,True,2,,,,
94,mdoc,scalameta/mdoc,,sbt,['scala3'],https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2024-12-11 20:30:54,2024-12-11 20:25:49,1419.0,28.0,81.0,10.0,718.0,61.0,149.0,396,2024-12-11 20:26:58,2.6.2,74.0,Typechecked markdown documentation for Scala.,,,54.0,20,,,,True,2,,,,
95,ox,softwaremill/ox,,toolkits,['scala3'],https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2024-12-19 13:38:40,2024-12-19 00:27:33,550.0,58.0,29.0,27.0,199.0,18.0,42.0,396,2024-12-16 09:48:51,0.5.7,46.0,Safe direct-style concurrency and resiliency for Scala on the JVM.,,,25.0,20,,,,True,2,,,,
96,sbt-git,sbt/sbt-git,,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2024-12-19 04:55:26,2024-12-19 04:55:02,369.0,43.0,103.0,21.0,161.0,32.0,84.0,348,2024-10-09 22:55:17,2.1.0,8.0,A git plugin for sbt.,,,55.0,20,,,,True,2,,,,
97,scanamo,scanamo/scanamo,,db-clients,['scala3'],https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2024-11-07 11:16:11,2024-11-05 15:48:44,2194.0,6.0,125.0,34.0,1611.0,67.0,170.0,320,2024-11-05 15:41:17,3.0.0,25.0,Simpler DynamoDB access for Scala.,,,96.0,20,,,,True,2,,,,
98,openmole,openmole/openmole,,sci,,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2024-12-18 20:22:47,2024-12-16 16:32:41,14551.0,194.0,34.0,20.0,106.0,77.0,374.0,144,2024-07-15 20:57:44,16.2,4.0,Workflow engine for exploration of simulation models using high throughput computing.,,,48.0,20,,,,True,2,,,,
99,breeze,scalanlp/breeze,,sci,['scala3'],https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-08-29 06:08:38,2024-08-29 06:08:38,3747.0,,691.0,206.0,323.0,90.0,451.0,3449,,,,Breeze is/was a numerical processing library for Scala.,,,146.0,19,,,,True,2,,,,
100,Binding.scala,ThoughtWorksInc/Binding.scala,,web-frameworks,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2024-12-15 00:09:38,2024-04-08 03:06:33,1647.0,,108.0,114.0,452.0,45.0,64.0,1584,2023-01-26 04:19:51,12.2.0,82.0,Reactive data-binding for Scala.,,,25.0,19,,,,True,2,,,,
101,geotrellis,locationtech/geotrellis,,others,,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2024-11-14 19:12:03,2024-11-14 19:12:00,2480.0,8.0,360.0,104.0,2248.0,249.0,1064.0,1345,2024-01-08 16:03:05,3.7.1,23.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,19,,,,False,1,,,,
102,enumeratum,lloydmeta/enumeratum,,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2024-10-04 12:58:21,2024-10-04 12:57:47,562.0,4.0,149.0,26.0,277.0,31.0,106.0,1194,2024-10-04 12:59:27,enumeratum-1.7.5,76.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,93.0,19,,,,True,2,,,,
103,async,scala/scala-async,,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2024-12-18 22:32:54,2024-12-18 22:32:47,777.0,12.0,92.0,56.0,264.0,12.0,76.0,1152,2021-09-09 21:50:20,1.0.1,21.0,An asynchronous programming facility for Scala.,,,28.0,19,,,,True,2,,,,
104,colossus,tumblr/colossus,,web-frameworks,,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,107.0,77.0,411.0,4.0,270.0,1143,2018-01-24 17:31:20,0.11.0,32.0,I/O and Microservice library for Scala.,,,29.0,19,,,,False,2,,,,
105,phantom,outworkers/phantom,,db-clients,,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,75.0,512.0,21.0,403.0,1049,2020-08-10 21:50:24,2.59.0,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,,,,False,2,,,,
106,slick-pg,tminglei/slick-pg,,db-clients,,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2024-08-14 04:56:04,2024-07-19 02:28:47,1305.0,,180.0,22.0,359.0,131.0,275.0,838,2024-05-18 14:23:53,0.22.2,94.0,Slick extensions for PostgreSQL.,,,96.0,19,,,,True,2,,,,
107,skinny-framework,skinny-framework/skinny-framework,,web-frameworks,,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,44.0,287.0,20.0,134.0,737,2022-12-14 08:24:58,4.0.1,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,,,,False,2,13095.0,103.0,,
108,upickle,com-lihaoyi/upickle,,data,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2024-10-24 00:58:29,2024-10-24 00:58:28,921.0,8.0,165.0,17.0,333.0,24.0,282.0,727,2024-09-28 11:07:11,4.0.2,29.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,59.0,19,,,,True,2,,,,
109,sbt-release,sbt/sbt-release,,sbt,,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2024-12-19 05:34:05,2024-12-19 05:34:05,593.0,33.0,162.0,25.0,279.0,86.0,101.0,649,2024-01-23 01:19:43,1.4.0,5.0,A release plugin for sbt.,,,66.0,19,,,,True,2,,,,
110,twirl,playframework/twirl,,templating,"['scala3', 'scalajs']",https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2024-12-02 00:18:15,2024-11-25 05:50:39,1354.0,41.0,108.0,38.0,753.0,35.0,80.0,552,2024-06-27 19:11:06,2.0.7,25.0,Twirl is Plays default template engine.,,,56.0,19,,,,True,1,,,,
111,sparta,Stratio/sparta,,bigdata,,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,192.0,137.0,1360.0,9.0,534.0,525,2017-05-31 09:56:04,1.5.0,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,,,,False,3,,,,
112,zio-json,zio/zio-json,,json,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2024-12-16 05:36:25,2024-12-16 05:36:24,625.0,15.0,146.0,22.0,1030.0,107.0,92.0,410,2024-08-28 04:49:35,0.7.3,36.0,"Fast, secure JSON library with tight ZIO integration.",,,68.0,19,,,,True,2,,,,
113,play-ws,playframework/play-ws,,http,"['scala3', 'play']",https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2024-12-02 00:44:03,2024-12-02 00:44:03,1183.0,28.0,86.0,15.0,816.0,75.0,82.0,224,2024-11-14 12:13:43,3.0.6,32.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,19,,,,True,2,,,,
114,stryker4s,stryker-mutator/stryker4s,,test,['scala3'],https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2024-12-19 18:19:23,2024-12-19 18:18:11,1569.0,49.0,36.0,8.0,1512.0,32.0,137.0,201,2024-04-18 13:40:39,0.16.1,43.0,Mutation testing for Scala.,,,36.0,19,,,,True,2,,,,
115,openai-scala-client,cequence-io/openai-scala-client,io.cequence:openai-scala-client_2.13,sci,['scala3'],https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2024-12-19 15:11:29,2024-12-19 14:53:21,807.0,85.0,23.0,11.0,50.0,9.0,35.0,192,2024-12-02 10:59:30,1.1.1,16.0,Scala client for OpenAI API.,6.0,,9.0,19,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2024-12-02 10:26:13,6.0,True,2,,,,
116,bleep,oyvindberg/bleep,,development-cycle,['scala3'],https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2024-12-02 15:05:37,2024-12-02 15:05:23,807.0,16.0,23.0,13.0,328.0,59.0,59.0,151,2024-11-20 08:39:37,0.0.11,37.0,A bleeping fast scala build tool!.,,,18.0,19,,,,True,3,8550.0,267.0,,
117,scalatra,scalatra/scalatra,,web-frameworks,['scala3'],https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2024-12-18 21:52:16,2024-12-18 21:52:16,4131.0,33.0,339.0,81.0,1316.0,69.0,376.0,2655,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,136.0,18,,,,False,3,,,,
118,fastparse,com-lihaoyi/fastparse,,parsers,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2024-10-24 00:57:52,2024-10-24 00:57:52,961.0,2.0,164.0,33.0,167.0,17.0,133.0,1098,2021-09-07 10:21:47,2.3.3,2.0,Writing Fast Parsers Fast in Scala.,,,54.0,18,,,,True,1,,,,
119,cassovary,twitter/cassovary,,toolkits,,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,150.0,160.0,155.0,33.0,48.0,1046,2015-03-18 21:37:14,5.1.0,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,18,,,,False,3,,,,
120,bidmach,biddata/bidmach,,bigdata,,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,87.0,61.0,67.0,90.0,915,2017-03-26 04:20:02,1.1.2,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,,,,False,3,,,,
121,quicklens,softwaremill/quicklens,,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2024-12-17 15:42:42,2024-12-17 15:42:33,529.0,6.0,53.0,44.0,209.0,31.0,34.0,831,2024-12-17 15:54:07,1.9.11,32.0,Modify deeply nested case class fields.,,,27.0,18,,,,True,3,,,,
122,sbt-jmh,sbt/sbt-jmh,,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2024-12-16 17:53:39,2024-12-16 17:53:31,342.0,17.0,91.0,24.0,179.0,29.0,70.0,788,2023-12-11 13:31:01,0.4.7,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,52.0,18,,,,True,2,,,,
123,sbt-updates,rtimush/sbt-updates,,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2024-12-11 20:00:44,2024-12-11 20:00:44,664.0,22.0,55.0,22.0,335.0,13.0,66.0,761,2022-05-30 08:03:01,0.6.3,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,18,,,,True,2,,,,
124,scallop,scallop/scallop,,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-12-07 07:59:06,2024-12-07 07:56:09,611.0,6.0,57.0,15.0,56.0,9.0,187.0,680,2024-12-07 07:59:56,5.2.0,28.0,a simple Scala CLI parsing library.,,,26.0,18,,,,True,1,,,2.0,
125,scala-parser-combinators,scala/scala-parser-combinators,,parsers,"['scala3', 'scalajs']",https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2024-12-16 20:19:37,2024-12-16 20:19:37,1064.0,27.0,131.0,36.0,446.0,23.0,99.0,656,2024-04-18 04:36:44,2.4.0,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,18,,,,True,1,,,,
126,scala-graph,scala-graph/scala-graph,,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2024-10-15 16:03:47,2024-10-15 16:03:26,746.0,10.0,73.0,32.0,221.0,16.0,112.0,565,2024-10-11 10:46:33,2.0.2,2.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,20.0,18,,,,True,3,,,,
127,sbt-buildinfo,sbt/sbt-buildinfo,,sbt,,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2024-11-09 09:38:48,2024-11-09 09:03:27,336.0,9.0,90.0,23.0,106.0,12.0,95.0,554,2024-11-09 19:28:52,0.13.1,8.0,I know this because build.sbt knows this.,,,50.0,18,,,,True,2,,,,
128,cask,com-lihaoyi/cask,,web-frameworks,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-11-27 13:01:11,2024-11-27 13:01:11,338.0,10.0,59.0,13.0,83.0,12.0,58.0,539,2024-11-27 10:29:05,0.10.2,82.0,"Cask: a Scala HTTP micro-framework. Cask makes it easy to set up a website, backend server, or REST API using Scala.",,,21.0,18,,,,False,3,28060.0,369.0,,
129,scalamock,paulbutcher/scalamock,,test,['scalajs'],https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2024-12-05 07:17:32,2024-12-05 07:17:32,831.0,7.0,100.0,22.0,316.0,35.0,203.0,508,2024-04-06 12:04:40,6.0.0,16.0,Native Scala mocking framework.,,,36.0,18,,,,True,3,,,,
130,jackson-module-scala,FasterXML/jackson-module-scala,,json,['scala3'],https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2024-12-14 11:20:19,2024-12-04 09:47:48,1790.0,17.0,143.0,28.0,206.0,52.0,442.0,502,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,61.0,18,,,,True,2,,,,
