,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,github_release_downloads,monthly_downloads,updated_github_id
132,fs2-aws,laserdisc-io/fs2-aws,,others,['scala3'],https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2024-05-29 16:42:54,2024-05-29 16:42:54,755.0,36.0,44.0,4.0,1121.0,17.0,51.0,187,2024-05-01 18:58:29,6.1.3,65.0,fs2 utilities to interact with AWS.,,,30.0,18,,,,True,1,,,,
133,neotypes,neotypes/neotypes,,db-clients,,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2024-05-29 18:12:07,2024-05-29 18:12:07,1268.0,25.0,32.0,7.0,695.0,12.0,55.0,162,2024-02-10 17:57:50,1.0.0,18.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,15.0,18,,,,True,2,,,,
134,openai-scala-client,cequence-io/openai-scala-client,io.cequence:openai-scala-client_2.13,sci,['scala3'],https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2024-05-30 14:49:47,2024-05-30 14:49:33,523.0,189.0,17.0,11.0,33.0,9.0,28.0,162,2024-04-25 21:20:54,1.0.0,12.0,Scala client for OpenAI API.,5.0,,7.0,18,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2024-04-25 13:06:30,5.0,True,2,,,,
135,pekko-http,apache/incubator-pekko-http,,http,['scala3'],https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2024-05-26 20:58:51,2024-05-26 20:58:51,4672.0,45.0,33.0,23.0,461.0,32.0,64.0,147,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,362.0,18,,,,True,3,,,,apache/pekko-http
136,ldbc,takapi327/ldbc,,db-clients,"['scala3', 'scalajs']",https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2024-05-30 13:41:04,2024-05-29 14:32:55,3037.0,1040.0,3.0,3.0,219.0,6.0,,29,2024-05-22 23:27:29,0.3.0-beta2,15.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,,,3.0,18,,,,True,2,,,,
137,scopt,scopt/scopt,,others,"['scala3', 'scalajs']",https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2024-04-12 08:31:36,2024-04-12 08:31:36,506.0,3.0,164.0,36.0,183.0,55.0,116.0,1427,2022-07-02 20:30:57,4.1.0,17.0,command line options parsing for Scala.,,,62.0,17,,,,False,2,,,,
138,securesocial,jaliss/securesocial,,sec,,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,,,,False,1,,,,
139,scala-logging,lightbend-labs/scala-logging,,logging,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2024-05-23 19:36:28,2024-05-23 19:36:28,350.0,6.0,132.0,27.0,313.0,37.0,100.0,902,2023-08-30 13:19:37,3.9.5,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,17,,,,True,2,,,,
140,rediscala,etaty/rediscala,,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,135.0,40.0,101.0,74.0,83.0,789,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,17,,,,False,2,,,,
141,scala-scraper,ruippeixotog/scala-scraper,,others,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2024-05-17 19:23:27,2024-05-17 19:23:27,709.0,10.0,105.0,27.0,425.0,8.0,53.0,711,2017-07-21 21:40:45,2.0.0,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,,,,True,2,,,,
142,unfiltered,unfiltered/unfiltered,,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2024-05-22 20:57:21,2024-05-22 20:57:20,2893.0,12.0,114.0,25.0,1121.0,73.0,146.0,709,,,,A toolkit for servicing HTTP requests in Scala.,,,88.0,17,,,,True,3,,,,
143,scallop,scallop/scallop,,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-03-16 05:41:49,2024-03-16 05:38:45,605.0,2.0,58.0,15.0,54.0,6.0,184.0,673,2024-03-16 05:44:32,5.1.0,27.0,a simple Scala CLI parsing library.,,,25.0,17,,,,True,2,,,,
144,scalafx,scalafx/scalafx,,others,['scala3'],https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2024-05-27 00:17:32,2024-04-02 23:47:33,2066.0,13.0,68.0,33.0,60.0,29.0,304.0,663,2024-04-02 23:54:19,.22.0.0-R33,33.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,17,,,,False,2,,268.0,2.0,
145,decline,bkirwi/decline,,others,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2024-05-29 09:54:01,2024-05-18 23:43:47,818.0,22.0,68.0,9.0,462.0,44.0,61.0,635,2021-12-12 22:36:45,2.2.0,8.0,A composable command-line parser for Scala.,,,35.0,17,,,,True,2,,,,
146,testcontainers-scala,testcontainers/testcontainers-scala,,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2024-05-29 20:33:09,2024-05-29 20:30:44,700.0,11.0,122.0,21.0,205.0,36.0,72.0,617,2019-06-23 16:51:16,0.27.0,1.0,Docker containers for testing in scala.,,,83.0,17,,,,True,3,,,,
147,freestyle,frees-io/freestyle,,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,52.0,41.0,321.0,36.0,214.0,613,2018-06-07 10:17:38,0.8.2,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,,,,False,3,,,,
148,scalate,scalate/scalate,,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2024-05-23 00:56:20,2024-05-23 00:56:20,2751.0,27.0,105.0,22.0,618.0,36.0,35.0,608,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,,,,True,2,,,,
149,squeryl,squeryl/squeryl,,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-05-20 22:09:42,2024-05-20 22:09:35,1143.0,16.0,141.0,28.0,398.0,40.0,112.0,582,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,,,,True,2,,,,
150,korolev,fomkin/korolev,,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,21.0,227.0,16.0,224.0,577,2022-08-16 08:04:00,1.5.0,35.0,Single Page Applications running on the server side.,,,26.0,17,,,,True,3,,,,
151,metrics-scala,erikvanoosten/metrics-scala,,others,['scala3'],https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2024-05-12 18:06:03,2024-05-12 18:06:03,2376.0,9.0,61.0,13.0,454.0,2.0,72.0,425,2019-06-04 12:08:41,4.0.6,12.0,The scala API for Dropwizards Metrics.,,,90.0,17,,,,True,2,,,,
152,play-swagger,iheartradio/play-swagger,,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,130.0,24.0,438.0,22.0,160.0,404,2023-07-27 02:50:55,1.1.12,39.0,Swagger spec generator for play framework.,,,54.0,17,,,,True,2,,,,
153,scalismo,unibas-gravis/scalismo,,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-04-29 12:41:25,2024-01-23 13:09:12,1839.0,,66.0,19.0,349.0,10.0,70.0,242,2023-07-04 08:48:44,0.92.0,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,17,,,,True,2,,,,
154,pulsar4s,CleverCloud/pulsar4s,,db-clients,['scala3'],https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-05-25 20:07:43,2024-02-09 10:19:06,748.0,,45.0,12.0,561.0,17.0,43.0,224,2024-02-09 10:35:33,2.9.1,6.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,24.0,17,,,,True,2,,,,
155,cats-parse,typelevel/cats-parse,,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-05-30 05:24:25,2024-05-30 05:22:43,460.0,11.0,50.0,16.0,502.0,26.0,70.0,224,2023-11-07 04:19:52,1.0.0,15.0,A parsing library for the cats ecosystem.,,,36.0,17,,,,True,2,,,,
156,youi,outr/youi,,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2024-05-12 00:38:26,2024-04-26 00:51:58,2716.0,16.0,29.0,16.0,310.0,22.0,41.0,209,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,17,,,,True,3,,,,
157,sbt-scalafmt,scalameta/sbt-scalafmt,,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2024-05-10 04:06:06,2024-05-10 04:06:05,286.0,11.0,42.0,9.0,244.0,4.0,66.0,189,2023-08-31 00:01:20,2.5.2,25.0,sbt plugin for Scalafmt.,,,28.0,17,,,,True,2,,,,
158,openmole,openmole/openmole,,sci,,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2024-05-22 16:45:50,2024-05-22 16:45:28,14162.0,47.0,34.0,19.0,106.0,80.0,371.0,140,2023-10-07 13:16:27,16.0,5.0,Workflow engine for exploration of simulation models using high throughput computing.,,,48.0,17,,,,True,2,,56.0,0.0,
159,vertx-lang-scala,vert-x3/vertx-lang-scala,,reactive,,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2024-05-20 01:17:08,2024-05-17 09:27:13,610.0,19.0,40.0,36.0,94.0,10.0,64.0,119,2024-03-28 13:06:52,4.5.7,2.0,Vert.x for Scala.,3.0,3.0,21.0,17,,,,False,2,,14.0,7.0,
160,sttp-oauth2,ocadotechnology/sttp-oauth2,com.ocadotechnology:sttp-oauth2_2.13,sec,,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-05-29 18:28:09,2024-05-23 06:09:38,470.0,12.0,22.0,9.0,457.0,11.0,23.0,74,2024-05-21 18:14:15,0.19.1,34.0,OAuth2 client library implemented in Scala using sttp.,4.0,,14.0,17,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,True,1,,,,polyvariant/sttp-oauth2
161,play-googleauth,guardian/play-googleauth,,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2024-05-24 17:07:35,2024-05-24 16:33:53,562.0,59.0,11.0,60.0,224.0,10.0,,34,2024-05-24 16:33:52,8.0.0,19.0,Simple play module for authenticating against Google.,,,47.0,17,,,,True,1,,,,
162,better-files,pathikrit/better-files,,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-05-17 17:35:22,2024-03-18 04:06:32,1092.0,2.0,145.0,38.0,444.0,48.0,178.0,1462,,,,"Simple, safe and intuitive Scala I/O.",,,62.0,16,,,,True,3,,,,
163,simulacrum,typelevel/simulacrum,,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,3.0,60.0,34.0,163.0,30.0,45.0,937,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,,,35.0,16,,,,True,3,,,,
164,tensorflow_scala,eaplatanios/tensorflow_scala,,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,96.0,67.0,51.0,29.0,120.0,934,2020-10-08 19:13:41,0.5.6,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,,,,False,3,,,,
165,squants,typelevel/squants,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2024-05-06 20:35:21,2024-01-08 23:25:53,829.0,,125.0,18.0,487.0,57.0,101.0,911,2021-08-26 20:15:30,1.8.3,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,,,,True,3,,,,
166,rxscala,reactivex/rxscala,,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,121.0,58.0,122.0,2.0,85.0,885,2019-12-29 15:41:19,0.27.0,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,45.0,16,,,,False,2,,,,
167,sbt-updates,rtimush/sbt-updates,,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2024-05-08 04:11:09,2024-03-04 08:18:28,622.0,1.0,55.0,22.0,309.0,13.0,66.0,755,2022-05-30 08:03:01,0.6.3,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,16,,,,True,2,,,,
168,figaro,charles-river-analytics/figaro,,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,755,2017-08-24 18:00:35,5.0.0.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,,,,False,3,,2251.0,18.0,
169,vegas,vegas-viz/vegas,,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,99.0,43.0,77.0,53.0,54.0,730,2017-07-25 22:34:25,0.3.11,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,,,,False,3,,,,
170,sbt-docker,marcuslonnberg/sbt-docker,,sbt,,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2024-03-23 10:31:30,2023-08-24 05:50:14,380.0,,106.0,19.0,47.0,21.0,69.0,729,2023-08-24 05:54:18,1.11.0,9.0,Create Docker images directly from sbt.,,,27.0,16,,,,True,2,,,,
171,scalastyle,scalastyle/scalastyle,,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,31.0,148.0,84.0,149.0,677,,,,scalastyle.,,,70.0,16,,,,False,3,,,,
172,scala-oauth2-provider,nulab/scala-oauth2-provider,,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,71.0,97.0,4.0,63.0,538,2023-10-16 02:00:21,1.6.0,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,,,,True,2,,,,
173,cask,com-lihaoyi/cask,,web-frameworks,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-05-27 17:59:22,2024-05-18 06:25:30,318.0,5.0,53.0,13.0,63.0,13.0,50.0,508,2024-05-18 06:26:58,0.9.3,79.0,Cask: a Scala HTTP micro-framework.,,,17.0,16,,,,False,3,,23115.0,335.0,
174,xitrum,xitrum-framework/xitrum,,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,39.0,36.0,56.0,600.0,449,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,,,,True,3,,,,
175,akka-http-session,softwaremill/akka-http-session,,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,59.0,49.0,45.0,12.0,32.0,438,2023-08-29 17:27:28,0.7.1,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,,,,True,2,,,,
176,reboot,dispatch/reboot,,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2023-02-02 15:22:17,2023-02-02 15:22:17,722.0,,105.0,35.0,135.0,5.0,98.0,423,2020-01-11 01:05:15,1.2.0,24.0,Scala wrapper for the Java AsyncHttpClient.,,,38.0,16,,,,True,3,,,,
177,xsbt-web-plugin,earldouglas/xsbt-web-plugin,,sbt,,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2024-05-18 13:26:56,2024-04-06 16:03:19,1071.0,10.0,99.0,19.0,634.0,13.0,247.0,384,,,,Servlet support for sbt.,,,33.0,16,,,,True,2,,,,
178,mockito-scala,mockito/mockito-scala,,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-05-05 17:31:27,2024-04-02 06:17:29,893.0,1.0,57.0,17.0,407.0,33.0,97.0,348,2024-04-02 06:32:49,1.17.31,42.0,Mockito for Scala language.,,,31.0,16,,,,True,3,,,,
179,sbt-git,sbt/sbt-git,,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2024-05-23 19:38:37,2022-11-22 08:24:38,313.0,,99.0,16.0,131.0,27.0,81.0,343,2022-12-05 16:20:46,2.0.1,7.0,A git plugin for sbt.,,,50.0,16,,,,True,2,,,,
180,sbt-sonatype,xerial/sbt-sonatype,,sbt,,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2024-05-06 20:14:55,2024-05-06 20:14:54,732.0,8.0,58.0,14.0,388.0,10.0,88.0,328,2023-11-16 05:04:23,3.10.0,9.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,30.0,16,,,,True,2,,,,
181,each,ThoughtWorksInc/each,,toolkits,['scalajs'],https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-05-08 07:48:12,2023-02-03 06:45:06,739.0,,27.0,29.0,147.0,10.0,28.0,254,2023-02-03 06:24:22,3.3.2,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,16,,,,True,3,,,,
182,anorm,playframework/anorm,,db-clients,"['scala3', 'play']",https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2024-05-20 11:38:24,2024-05-20 11:38:17,747.0,4.0,75.0,16.0,533.0,7.0,64.0,236,2022-09-29 14:17:35,2.7.0,3.0,The Anorm database library.,,,56.0,16,,,,True,2,,,,
183,sbt-doctest,tkawachi/sbt-doctest,,sbt,,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2024-05-21 04:46:13,2024-05-21 04:46:07,725.0,18.0,27.0,11.0,404.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,,,26.0,16,,,,True,2,,,,
184,cilib,ciren/cilib,,others,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,23.0,267.0,7.0,54.0,123,2018-03-21 12:08:40,2.0.1,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,,,,False,2,,,,
185,zio-redis,zio/zio-redis,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2024-05-30 01:54:34,2024-05-18 13:02:01,609.0,14.0,63.0,14.0,839.0,26.0,111.0,119,2023-03-28 12:22:41,0.2.0,2.0,A ZIO-based redis client.,,,42.0,16,,,,True,2,,,,
186,rescala,rescala-lang/rescala,,reactive,"['scala3', 'scalajs']",https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2024-05-30 16:23:40,2024-05-30 16:23:39,6218.0,346.0,28.0,15.0,37.0,,9.0,89,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,33.0,16,,,,True,2,,,,
187,skuber,hagay3/skuber,,others,['scala3'],https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-05-15 16:55:15,2024-03-04 12:21:05,1129.0,1.0,29.0,3.0,368.0,23.0,23.0,73,2024-03-04 12:13:20,4.0.3,21.0,A Scala Kubernetes client library.,,,66.0,16,,,,True,2,-3.0,,,
188,scalaj-http,scalaj/scalaj-http,,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,121.0,43.0,84.0,28.0,112.0,976,2016-04-02 20:58:24,2.3.0,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,,,,False,3,,,,
189,nscala-time,nscala-time/nscala-time,,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2024-05-08 03:05:54,2024-05-07 04:44:56,665.0,6.0,79.0,27.0,269.0,6.0,49.0,867,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,15,,,,True,3,,,,
190,scalatags,com-lihaoyi/scalatags,,templating,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2024-05-24 12:38:48,2024-04-15 02:49:54,608.0,5.0,116.0,37.0,139.0,35.0,111.0,744,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,62.0,15,,,,True,3,,,,
191,Laminar,raquo/Laminar,,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2024-05-17 22:25:03,2024-05-17 22:24:23,622.0,11.0,45.0,24.0,38.0,23.0,78.0,724,,,,"Simple, expressive, and safe UI library for Scala.js.",,,14.0,15,,,,True,3,,,,
192,requests-scala,com-lihaoyi/requests-scala,,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2024-05-30 01:16:18,2024-05-30 01:16:09,171.0,5.0,77.0,11.0,91.0,39.0,41.0,702,2024-05-30 01:22:07,0.8.3,8.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,31.0,15,,,,False,3,,,,
193,play2-auth,t2v/play2-auth,,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,148.0,62.0,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,8.0,Play2.x Authentication and Authorization module.,,,22.0,15,,,,False,3,,,,
194,scala-graph,scala-graph/scala-graph,,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2024-05-06 01:03:57,2024-01-01 17:35:59,699.0,,71.0,31.0,193.0,19.0,108.0,558,2022-05-28 07:23:56,1.13.5,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,18.0,15,,,,True,3,,,,
195,sbt-pack,xerial/sbt-pack,,sbt,,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2024-05-24 00:49:31,2024-05-24 00:49:30,917.0,14.0,76.0,14.0,403.0,31.0,70.0,494,2024-05-08 00:59:29,0.20,15.0,A sbt plugin for creating distributable Scala packages.,,,38.0,15,,,,False,3,,,,
196,utest,com-lihaoyi/utest,,test,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,,2014-01-27 03:12:39,2024-05-29 14:20:34,2024-04-14 03:21:09,693.0,2.0,79.0,16.0,201.0,39.0,109.0,479,2024-04-14 03:34:35,0.8.3,10.0,A simple testing framework for Scala.,,,50.0,15,,,,False,3,,,,
197,weaver-test,disneystreaming/weaver-test,,test,"['scala3', 'scalajs']",https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-05-29 14:45:54,2024-03-26 14:13:39,687.0,2.0,47.0,10.0,636.0,43.0,83.0,430,2024-01-25 10:21:02,0.8.4,37.0,A test framework that runs everything in parallel.,,,39.0,15,,,,False,3,,2314.0,49.0,
198,play-pac4j,pac4j/play-pac4j,,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2024-05-24 08:57:22,2024-05-24 08:57:19,1000.0,23.0,102.0,25.0,487.0,1.0,,401,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,49.0,15,,,,True,3,,,,
199,larray,xerial/larray,,toolkits,,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,25.0,26.0,26.0,33.0,399,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,,,,True,3,,,,
