,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
64,airframe,wvlet/airframe,di,"['scala3', 'scalajs']",https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2026-02-05 12:10:17,2026-02-04 19:42:43,4938.0,53.0,69.0,16.0,3495.0,108.0,565.0,665.0,2026-02-04 19:04:15,2026.1.0,,,100.0,Essential Building Blocks for Scala.,70.0,21,True,1.0,,,,,,,,
65,sbt-scoverage,scoverage/sbt-scoverage,sbt,,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2026-02-02 14:27:16,2026-02-02 14:27:16,882.0,30.0,160.0,28.0,364.0,39.0,233.0,653.0,2026-01-13 18:20:30,2.4.4,,,52.0,sbt plugin for scoverage.,80.0,21,True,1.0,,,,,,,,
66,zeppelin,apache/zeppelin,sci,,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2026-02-03 17:53:51,2026-01-22 06:49:09,5597.0,9.0,2830.0,302.0,5147.0,206.0,,6606.0,,,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",576.0,20,True,2.0,,,,,,,,-1.0
67,scalaz,scalaz/scalaz,toolkits,"['scala3', 'scalajs']",https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2026-02-04 06:47:57,2026-02-04 06:44:45,7486.0,27.0,701.0,203.0,2466.0,157.0,425.0,4678.0,,,,,,Principled Functional Programming in Scala.,248.0,20,False,2.0,,,,,,,,
68,util,twitter/util,toolkits,['scala3'],https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2025-12-08 14:10:27,2025-12-08 14:10:27,3154.0,1.0,577.0,216.0,200.0,15.0,111.0,2724.0,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,328.0,20,True,2.0,,,,,,,,
69,summingbird,twitter/summingbird,bigdata,,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,283.0,494.0,163.0,134.0,2131.0,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,45.0,20,False,2.0,,,,,,,,
70,monix,monix/monix,reactive,"['scala3', 'scalajs']",https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2026-01-27 12:14:18,2026-01-26 08:51:08,1696.0,2.0,246.0,57.0,1330.0,142.0,577.0,1937.0,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",113.0,20,True,1.0,,,,,,,,
71,finch,finagle/finch,http,,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2025-09-14 13:16:16,2025-09-14 13:16:15,2432.0,,221.0,57.0,1386.0,46.0,368.0,1604.0,2022-09-16 18:19:38,0.34.0,,,61.0,Scala combinator library for building Finagle HTTP services.,128.0,20,True,2.0,,,,,,,,
72,chimney,scalalandio/chimney,toolkits,"['scala3', 'scalajs']",https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2026-02-05 08:43:12,2026-02-05 08:43:12,1633.0,26.0,109.0,16.0,582.0,22.0,211.0,1240.0,2025-07-10 18:19:17,1.8.2,,,48.0,"Scala library for boilerplate-free, type-safe data transformations.",47.0,20,True,2.0,,,,,,,,
73,enumeratum,lloydmeta/enumeratum,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2026-02-01 09:33:02,2026-02-01 09:33:01,603.0,32.0,152.0,22.0,305.0,37.0,142.0,1217.0,2026-02-01 09:33:24,enumeratum-1.9.4,,,82.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",97.0,20,True,2.0,,,,,,,,
74,scrimage,sksamuel/scrimage,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2026-02-05 08:51:25,2026-02-05 08:44:10,1371.0,2.0,145.0,41.0,102.0,9.0,210.0,1153.0,2026-02-05 08:52:43,4.3.6,,,42.0,"JVM - Java, Kotlin, Scala image processing library.",62.0,20,True,1.0,,,,,,,,
75,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,['scala3'],https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2026-01-31 19:59:39,2026-01-31 19:59:38,1458.0,10.0,229.0,49.0,1049.0,13.0,374.0,852.0,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",90.0,20,True,2.0,,,,,,,,1.0
76,slick-pg,tminglei/slick-pg,db-clients,,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2026-02-02 23:49:38,2026-02-02 23:49:38,1428.0,20.0,181.0,19.0,417.0,117.0,280.0,843.0,2025-06-02 14:35:36,0.23.1,,,96.0,Slick extensions for PostgreSQL.,97.0,20,True,2.0,,,,,,,,
77,bootzooka,softwaremill/bootzooka,others,,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2026-02-05 09:23:49,2026-02-05 09:17:20,4747.0,306.0,151.0,54.0,2265.0,21.0,115.0,777.0,,,,,,"Template project to quickly start developing a Scala-based microservice or web application, with the build & project..",79.0,20,True,1.0,,,,,,,,
78,avro4s,sksamuel/avro4s,data,['scala3'],https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2026-01-28 23:56:57,2026-01-28 23:36:53,1594.0,8.0,240.0,22.0,498.0,28.0,371.0,729.0,2024-12-02 02:18:02,5.0.14,,,8.0,Avro schema generation and serialization / deserialization for Scala.,111.0,20,True,1.0,,,,,,,,
79,izumi,7mind/izumi,di,"['scala3', 'scalajs']",https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2026-02-05 18:02:14,2026-02-05 17:45:40,4883.0,39.0,71.0,18.0,1807.0,63.0,410.0,626.0,2025-11-27 19:38:36,1.2.21,,,98.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,34.0,20,True,2.0,,,,,,,,-1.0
80,twirl,playframework/twirl,templating,"['scala3', 'scalajs']",https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2026-02-02 11:29:46,2026-02-02 11:29:39,1613.0,97.0,117.0,35.0,1005.0,38.0,94.0,560.0,2025-06-30 13:29:01,2.0.9,,,29.0,Twirl is Plays default template engine.,57.0,20,True,1.0,,,,,,,,
81,scapegoat,scapegoat-scala/scapegoat,development-cycle,,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2026-02-05 07:26:51,2026-02-05 07:26:51,1513.0,30.0,95.0,18.0,765.0,50.0,214.0,553.0,2026-01-22 09:23:33,3.3.1,,,44.0,Scala compiler plugin for static code analysis.,68.0,20,True,3.0,,,,,,,,
82,munit,scalameta/munit,test,"['scala3', 'scalajs']",https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2026-02-02 14:57:26,2026-02-02 14:55:28,1393.0,60.0,101.0,10.0,867.0,39.0,135.0,465.0,2026-01-28 11:35:01,1.2.2,,,56.0,Scala testing library with actionable errors and extensible APIs.,68.0,20,True,2.0,,,,,,,,
83,zio-json,zio/zio-json,json,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2026-02-05 08:59:00,2026-02-05 08:35:27,936.0,51.0,149.0,17.0,1360.0,75.0,121.0,431.0,2026-02-05 08:58:09,0.9.0,,,80.0,"Fast, secure JSON library with tight ZIO integration.",75.0,20,True,2.0,,,,,,,,
84,mdoc,scalameta/mdoc,sbt,['scala3'],https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2026-02-03 17:25:35,2026-01-30 11:56:35,1601.0,35.0,86.0,6.0,855.0,61.0,152.0,404.0,2025-12-22 20:07:01,2.8.2,,,83.0,Typechecked markdown documentation for Scala.,58.0,20,True,1.0,,,,,,,,
85,scanamo,scanamo/scanamo,db-clients,['scala3'],https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2025-12-12 09:25:56,2025-12-12 09:25:55,2216.0,6.0,126.0,32.0,1620.0,55.0,171.0,317.0,2025-12-12 09:25:55,6.0.0,,,28.0,Simpler DynamoDB access for Scala.,98.0,20,True,2.0,,,,,,,,
86,play-ws,playframework/play-ws,http,"['scala3', 'play']",https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2026-02-05 13:59:42,2026-02-05 13:59:35,1394.0,53.0,89.0,14.0,1072.0,80.0,83.0,224.0,2025-12-20 21:00:16,3.0.10,,,40.0,"Standalone Play WS, an async HTTP client with fluent API.",50.0,20,True,2.0,,,,,,,,
87,bleep,oyvindberg/bleep,development-cycle,['scala3'],https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2026-01-29 00:44:02,2026-01-25 18:57:12,859.0,21.0,24.0,8.0,367.0,60.0,62.0,169.0,2025-12-13 22:27:56,0.0.14,15544.0,337.0,40.0,A bleeping fast scala build tool!.,22.0,20,True,3.0,,,,,,,,
88,breeze,scalanlp/breeze,sci,['scala3'],https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2025-10-04 22:40:06,2025-10-04 22:40:06,3748.0,,693.0,198.0,325.0,89.0,453.0,3458.0,,,,,,Breeze is/was a numerical processing library for Scala.,147.0,19,True,2.0,,,,,,,,
89,scalatra,scalatra/scalatra,web-frameworks,['scala3'],https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2026-01-31 15:12:14,2026-01-31 15:12:14,4297.0,51.0,341.0,79.0,1498.0,74.0,383.0,2651.0,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",138.0,19,False,2.0,,,,,,,,
90,sbt-assembly,sbt/sbt-assembly,sbt,,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2025-09-29 16:53:23,2025-09-29 16:53:23,701.0,,225.0,47.0,200.0,110.0,259.0,1961.0,2025-01-20 01:16:48,2.3.1,,,23.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,85.0,19,True,2.0,,,,,,,,
91,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2026-01-18 00:11:17,2025-03-31 01:04:58,1677.0,,102.0,111.0,484.0,41.0,64.0,1586.0,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,25.0,19,True,2.0,,,,,,,,
92,pureconfig,pureconfig/pureconfig,others,['scala3'],https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2026-02-02 00:28:44,2026-02-02 00:28:44,2384.0,30.0,182.0,20.0,1593.0,53.0,265.0,1531.0,,,,,,A boilerplate-free library for loading configuration files.,92.0,19,True,1.0,,,,,,,,
93,macwire,softwaremill/macwire,di,"['scala3', 'scalajs']",https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2026-02-05 00:37:42,2026-02-05 00:37:40,900.0,9.0,80.0,54.0,306.0,55.0,73.0,1312.0,2025-09-01 14:06:13,2.6.7,,,25.0,"Zero-cost, compile-time, type-safe dependency injection library.",46.0,19,True,2.0,,,,,,,,
94,async,scala/scala-async,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2026-02-05 04:43:08,2026-02-05 04:43:08,816.0,11.0,90.0,53.0,296.0,12.0,76.0,1161.0,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,28.0,19,True,2.0,,,,,,,,
95,colossus,tumblr/colossus,web-frameworks,,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,97.0,73.0,411.0,4.0,270.0,1137.0,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,29.0,19,False,2.0,,,,,,,,
96,phantom,outworkers/phantom,db-clients,,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,72.0,512.0,21.0,403.0,1047.0,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",51.0,19,False,2.0,,,,,,,,
97,scala-logging,lightbend-labs/scala-logging,logging,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2026-01-30 00:51:34,2026-01-30 00:51:33,385.0,14.0,130.0,25.0,375.0,26.0,104.0,924.0,2025-09-16 13:24:43,3.9.6,,,8.0,Convenient and performant logging library for Scala wrapping SLF4J.,46.0,19,True,2.0,,,,,,,,
98,scodec,scodec/scodec,data,"['scala3', 'scalajs']",https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2026-02-02 14:38:52,2026-02-02 14:38:51,1600.0,34.0,107.0,28.0,554.0,5.0,73.0,816.0,2025-07-26 12:02:30,2.3.3,,,10.0,Scala combinator library for working with binary data.,63.0,19,True,2.0,,,,,,,,
99,scrooge,twitter/scrooge,data,,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2025-04-02 01:10:55,2025-04-02 01:10:55,1860.0,,248.0,158.0,193.0,44.0,143.0,798.0,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,234.0,19,True,2.0,,,,,,,,
100,upickle,com-lihaoyi/upickle,data,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2026-01-14 12:45:12,2026-01-14 12:45:10,966.0,6.0,175.0,14.0,378.0,27.0,288.0,764.0,2025-12-26 23:47:27,4.4.2,,,39.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",67.0,19,True,2.0,,,,,,,,
101,skinny-framework,skinny-framework/skinny-framework,web-frameworks,,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,68.0,42.0,287.0,20.0,134.0,737.0,2022-12-14 08:24:58,4.0.1,13461.0,96.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,32.0,19,False,2.0,4.0,4.0,,,,,,
102,sbt-eclipse,sbt/sbt-eclipse,sbt,,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2026-01-14 14:56:43,2026-01-14 14:56:43,487.0,4.0,167.0,46.0,180.0,76.0,203.0,713.0,2023-12-15 13:52:51,6.2.0,,,4.0,Plugin for sbt to create Eclipse project definitions.,41.0,19,True,2.0,,,,,,,,
103,scala-parser-combinators,scala/scala-parser-combinators,parsers,"['scala3', 'scalajs']",https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2026-02-05 04:42:19,2026-02-05 04:42:19,1139.0,13.0,131.0,29.0,490.0,24.0,100.0,674.0,2024-04-18 04:36:44,2.4.0,,,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",71.0,19,True,1.0,,,,,,,,
104,sbt-release,sbt/sbt-release,sbt,,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2026-02-04 07:50:48,2026-02-04 07:50:48,685.0,22.0,161.0,22.0,371.0,88.0,102.0,652.0,2024-01-23 01:19:43,1.4.0,,,5.0,A release plugin for sbt.,66.0,19,True,2.0,,,,,,,,
105,scalamock,paulbutcher/scalamock,test,['scalajs'],https://github.com/scalamock/scalamock,https://github.com/scalamock/scalamock,MIT,2011-10-24 21:32:02,2026-02-02 09:54:18,2026-02-02 09:54:18,1006.0,18.0,103.0,18.0,461.0,5.0,252.0,553.0,2026-02-01 16:10:31,7.5.5,,,39.0,Native Scala mocking framework.,42.0,19,True,2.0,,,,,,,scalamock/scalamock,
106,sparta,Stratio/sparta,bigdata,,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,196.0,135.0,1360.0,8.0,534.0,531.0,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,41.0,19,False,3.0,,,,,,,,
107,ox,softwaremill/ox,toolkits,['scala3'],https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2026-02-05 14:10:55,2026-02-05 14:10:51,752.0,38.0,33.0,24.0,337.0,13.0,56.0,492.0,2026-02-05 10:15:36,1.0.3,,,66.0,"Safe direct-style streaming, concurrency and resiliency for Scala on the JVM.",28.0,19,True,2.0,,,,,,,,
108,udash-core,UdashFramework/udash-core,web-frameworks,['scalajs'],https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2026-01-07 10:29:30,2025-12-30 20:38:24,3894.0,31.0,38.0,17.0,1313.0,33.0,88.0,449.0,2026-01-07 10:29:30,0.22.0,,,37.0,Scala framework for building beautiful and maintainable web applications.,44.0,19,True,2.0,2.0,2.0,,,,,,
109,play-json,playframework/play-json,json,"['scala3', 'scalajs', 'play']",https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2026-01-28 08:30:25,2026-01-28 08:30:25,1495.0,10.0,141.0,15.0,1138.0,49.0,108.0,370.0,2025-10-10 11:58:21,3.0.6,,,28.0,The Play JSON library.,70.0,19,True,2.0,,,,,,,,
110,scalaxb,eed3si9n/scalaxb,http,,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2025-12-01 09:16:54,2025-12-01 09:16:50,1418.0,2.0,161.0,20.0,260.0,162.0,292.0,342.0,2025-10-11 05:59:32,1.12.4,,,25.0,scalaxb is an XML data binding tool for Scala.,72.0,19,True,2.0,,,,,,,,
111,cornichon,agourlay/cornichon,test,,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2026-02-04 17:06:14,2026-02-04 17:06:14,3635.0,21.0,31.0,10.0,812.0,6.0,156.0,234.0,2025-12-06 12:44:15,0.23.0,,,81.0,Testing tool in Scala for HTTP JSON API.,19.0,19,True,2.0,,,,,,,,
112,stryker4s,stryker-mutator/stryker4s,test,['scala3'],https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2026-02-05 02:15:17,2026-02-05 02:14:30,1797.0,40.0,36.0,4.0,1736.0,31.0,142.0,205.0,2025-09-15 16:40:16,0.19.1,,,50.0,Mutation testing for Scala.,37.0,19,True,2.0,,,,,,,,
113,openmole,openmole/openmole,sci,,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2026-02-04 16:04:53,2026-02-04 16:04:31,15096.0,133.0,47.0,16.0,107.0,99.0,375.0,150.0,2024-07-15 20:57:44,16.2,,,4.0,Workflow engine for exploration of simulation models using high throughput computing.,49.0,19,True,2.0,,,,,,,,
114,mill,com-lihaoyi/mill,development-cycle,,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2026-01-31 15:12:41,,,,429.0,,,149.0,,2681.0,,,,,,"A better build tool for Java, Scala and Kotlin: Simpler than Maven, easier than Gradle, with 3-7x faster dev workflows..",277.0,18,True,3.0,,,,,,,,-11.0
115,alpakka-kafka,akka/alpakka-kafka,bigdata,['scala3'],https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2025-11-21 06:15:24,2025-11-21 06:15:22,1909.0,1.0,379.0,72.0,1329.0,110.0,440.0,1421.0,2025-10-29 20:43:33,8.0.0,,,69.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",133.0,18,False,3.0,,,,,,,,
116,geotrellis,locationtech/geotrellis,others,,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2026-01-21 23:04:29,2025-11-23 15:05:24,2513.0,1.0,364.0,99.0,2277.0,245.0,1073.0,1373.0,2025-04-23 12:17:03,3.8.0,,,24.0,GeoTrellis is a geographic data processing engine for high performance applications.,96.0,18,False,1.0,,,,,,,,
117,fastparse,com-lihaoyi/fastparse,parsers,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2026-01-14 11:43:59,2026-01-14 11:43:54,966.0,1.0,168.0,31.0,172.0,23.0,137.0,1130.0,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,55.0,18,True,2.0,,,,,,,,
118,bidmach,biddata/bidmach,bigdata,,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,84.0,61.0,67.0,90.0,920.0,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,45.0,18,False,3.0,,,,,,,,
119,sbt-jmh,sbt/sbt-jmh,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2026-02-05 00:39:37,2026-01-27 07:54:45,384.0,11.0,87.0,20.0,213.0,29.0,72.0,797.0,2025-09-29 08:27:05,0.4.8,,,9.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",52.0,18,True,2.0,,,,,,,,
120,unfiltered,unfiltered/unfiltered,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2026-02-05 16:21:07,2026-02-05 05:27:19,3049.0,27.0,111.0,24.0,1554.0,72.0,147.0,711.0,,,,,,A toolkit for servicing HTTP requests in Scala.,97.0,18,True,3.0,,,,,,,,
121,eff,atnos-org/eff,toolkits,"['scala3', 'scalajs']",https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2026-02-04 07:17:02,2026-02-04 07:17:02,1486.0,42.0,79.0,18.0,969.0,3.0,65.0,588.0,2025-04-27 10:55:30,8.0.0,,,78.0,Eff monad for cats - https://atnos-org.github.io/eff.,43.0,18,True,2.0,,,,,,,,
122,scribe,outr/scribe,toolkits,"['scala3', 'scalajs']",https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2026-02-05 00:28:47,2025-11-07 15:40:27,1626.0,,44.0,6.0,592.0,16.0,155.0,543.0,2025-07-19 17:24:48,3.17.0,,,52.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,22.0,18,True,2.0,,,,,,,,
123,utest,com-lihaoyi/utest,test,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2026-01-22 23:21:51,2026-01-22 23:21:39,756.0,11.0,87.0,13.0,265.0,17.0,132.0,509.0,2026-01-22 23:27:07,0.10.0-RC1,,,27.0,A simple testing framework for Scala.,57.0,18,True,3.0,,,,,,,,
124,jackson-module-scala,FasterXML/jackson-module-scala,json,['scala3'],https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2026-01-28 12:32:50,2026-01-28 12:32:47,1962.0,38.0,142.0,24.0,256.0,56.0,493.0,505.0,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,59.0,18,True,2.0,,,,,,,,
125,laika,typelevel/Laika,csv-yaml,"['scala3', 'scalajs']",https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2026-01-28 12:12:57,2025-09-09 12:55:58,4096.0,,51.0,8.0,483.0,14.0,223.0,446.0,2025-04-01 15:13:46,1.3.2,,,44.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",27.0,18,True,1.0,,,,,,,,
126,metrics-scala,erikvanoosten/metrics-scala,others,['scala3'],https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2026-02-05 07:59:17,2026-02-05 07:59:17,2479.0,14.0,61.0,10.0,541.0,1.0,74.0,428.0,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,90.0,18,True,1.0,,,,,,,,
127,openai-scala-client,cequence-io/openai-scala-client,sci,['scala3'],https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2026-01-09 14:09:49,2026-01-09 14:09:44,1120.0,27.0,36.0,9.0,52.0,9.0,48.0,241.0,2025-04-24 11:00:17,1.2.0,,,19.0,Scala client for OpenAI API and other major LLM providers.,9.0,18,True,2.0,6.0,,io.cequence:openai-scala-client_2.13,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2025-11-05 12:20:02,6.0,,
128,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2026-02-02 07:31:22,2026-02-02 07:31:21,385.0,14.0,49.0,8.0,345.0,2.0,73.0,226.0,2025-10-30 16:39:06,2.5.6,,,29.0,sbt plugin for Scalafmt.,33.0,18,True,2.0,,,,,,,,
129,fs2-aws,laserdisc-io/fs2-aws,others,['scala3'],https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2026-01-29 01:36:29,2026-01-29 01:36:29,874.0,20.0,51.0,3.0,1323.0,22.0,53.0,201.0,2025-12-10 16:13:58,6.4.0,,,68.0,fs2 utilities to interact with AWS.,31.0,18,True,1.0,,,,,,,,
